id,skill_name,date_created,date_updated
41790,PROVIDED A BROAD RANGE OF GENERAL NURSING CARE SERVICES IN THE AREAS OF ASSESSMENT,2018-06-29 19:46:51.583674+00,2018-06-29 19:46:51.583737+00
41791,FEEDING TUBES IV,2018-06-29 19:46:52.346066+00,2018-06-29 19:46:52.346114+00
41792,INITIATED,2018-06-29 19:46:52.985494+00,2018-06-29 19:46:52.985537+00
41793,MAINTAINED IV,2018-06-29 19:46:53.672516+00,2018-06-29 19:46:53.672582+00
41794,GTJT PUMPS,2018-06-29 19:46:54.281988+00,2018-06-29 19:46:54.282053+00
41795,TUBING,2018-06-29 19:46:54.957455+00,2018-06-29 19:46:54.957518+00
41796,FLUSHES,2018-06-29 19:46:55.572703+00,2018-06-29 19:46:55.572769+00
41797,COLLABORATE EFFECTIVELY WITH AN INTERDISCIPLINARY TEAM OF HEALTHCARE PROFESSIONALS,2018-06-29 19:46:56.243084+00,2018-06-29 19:46:56.243128+00
41798,REASSESS,2018-06-29 19:46:56.865791+00,2018-06-29 19:46:56.865855+00
41799,REVISE THE PLAN OF CARE AS NEEDED,2018-06-29 19:46:57.479381+00,2018-06-29 19:46:57.479446+00
41800,PATIENT CARE  STRONG CLINICAL JUDGEMENT,2018-06-29 19:47:25.221557+00,2018-06-29 19:47:25.221618+00
41801,STRONG ASSESSMENT SKILLS  HIGH LEVEL OF AUTONOMY,2018-06-29 19:47:25.944195+00,2018-06-29 19:47:25.944784+00
41802,PALLIATIVE CARE  INFECTION CONTROL STANDARDS,2018-06-29 19:47:26.5981+00,2018-06-29 19:47:26.598163+00
41803,PATIENT EVALUATIONINTERVENTION  BASIC LIFE SUPPORT,2018-06-29 19:47:27.239223+00,2018-06-29 19:47:27.239288+00
41804,BROAD MEDICAL TERMINOLOGY  PROFESSIONAL BEDSIDE MANNER,2018-06-29 19:47:27.904189+00,2018-06-29 19:47:27.904253+00
41805,VITAL SIGNS  FIRST AIDCPR,2018-06-29 19:47:28.555087+00,2018-06-29 19:47:28.555151+00
41806,⋅ BEDSIDE FETAL HEART RATE MONITORINGASSESSMENT ⋅ INFECTION CONTROL,2018-06-29 19:50:30.88265+00,2018-06-29 19:50:30.882695+00
41631,CURRENT STANDARD OF CARE KNOWLEDGE,2018-06-29 15:51:28.578824+00,2018-06-29 15:51:28.578877+00
41632,ROLE MODEL BACKGROUND,2018-06-29 15:51:29.271581+00,2018-06-29 15:51:29.271641+00
41633,OUTPATIENT EXPERIENCE,2018-06-29 15:51:30.241348+00,2018-06-29 15:51:30.241408+00
41634,EXPERIENCE CARING FOR MULTIRACIALETHNICCULTURAL BACKGROUNDS,2018-06-29 15:51:30.846826+00,2018-06-29 15:51:30.846888+00
41635,CHARGE NURSE OF OUTPATIENT CLINIC,2018-06-29 15:51:31.435371+00,2018-06-29 15:51:31.435433+00
41636,UP TO DATE CHARTING KNOWLEDGE CERNER,2018-06-29 15:51:32.030174+00,2018-06-29 15:51:32.030229+00
41637,EAGER TO TAKE ON CHALLENGES,2018-06-29 15:51:32.743822+00,2018-06-29 15:51:32.743878+00
41638,I AM PASSIONATE ABOUT HEALTHCARE,2018-06-29 15:51:33.353547+00,2018-06-29 15:51:33.353601+00
41639,TAKING CARE OF MY PATIENTS,2018-06-29 15:51:34.123556+00,2018-06-29 15:51:34.123648+00
41640,I AM FASCINATED WITH THE HUMAN BODY,2018-06-29 15:51:34.767239+00,2018-06-29 15:51:34.767335+00
41641,FIND THAT HELPING FAMILIES MEET THEIR HEALTH,2018-06-29 15:51:35.406329+00,2018-06-29 15:51:35.406391+00
41642,WELLNESS GOALS IS REWARDING FOR ALL,2018-06-29 15:51:36.017098+00,2018-06-29 15:51:36.017157+00
41643,I FIND GREAT VALUE IN GIVING PATIENTS THE KNOWLEDGE TO HELP THEMSELVES,2018-06-29 15:51:36.911965+00,2018-06-29 15:51:36.912025+00
41644,HAVE A SOLID NURSING BACKGROUND TO ASSIST THEM IN MEETING THEIR WELLNESS GOALS,2018-06-29 15:51:37.507333+00,2018-06-29 15:51:37.507394+00
41645,CRITICAL CARE NURSING AMP,2018-06-29 16:05:42.266059+00,2018-06-29 16:05:42.266108+00
41652,DETAILORIENTED SKILLS,2018-06-29 16:52:03.343094+00,2018-06-29 16:52:03.343153+00
41653,EFFECTIVELY HANDLE MULTIPLE TASKS SIMULTANEOUSLY,2018-06-29 16:52:03.975124+00,2018-06-29 16:52:03.975186+00
41654,INDEPENDENT WORK WITH MINIMAL SUPERVISION,2018-06-29 16:52:04.621893+00,2018-06-29 16:52:04.621956+00
41659,SCANNER SKILLS,2018-06-29 17:04:08.960714+00,2018-06-29 17:04:08.960764+00
41667,WITH ELECTRONIC MEDICAL CHARTING YEARS,2018-06-29 17:07:27.720001+00,2018-06-29 17:07:27.720068+00
41668,NEUROLOGICAL CHECKS,2018-06-29 17:07:28.366384+00,2018-06-29 17:07:28.366438+00
41669,INSULIN ADMINISTRATION,2018-06-29 17:07:28.940969+00,2018-06-29 17:07:28.941035+00
41670,STAPLE REMOVAL,2018-06-29 17:07:29.566241+00,2018-06-29 17:07:29.578577+00
41671,WOUND VAC CARE,2018-06-29 17:07:30.155014+00,2018-06-29 17:07:30.155075+00
41684,MICROSOFT ESSENTIALS YEARS,2018-06-29 17:20:37.517712+00,2018-06-29 17:20:37.517776+00
41685,TCU EVIDENCE BASED PRACTICE FELLOWSHIP,2018-06-29 17:20:38.138604+00,2018-06-29 17:20:38.138681+00
41687,ADDITIONAL COMPUTER SKILLS,2018-06-29 17:21:21.126532+00,2018-06-29 17:21:21.126578+00
41688,PROFICIENT IN MEDITECH,2018-06-29 17:21:21.786294+00,2018-06-29 17:21:21.786355+00
41689,NASOGASTRIC TUBE PLACEMENT,2018-06-29 17:22:25.179975+00,2018-06-29 17:22:25.180027+00
41690,IV PUMP MANAGEMENT,2018-06-29 17:22:25.79497+00,2018-06-29 17:22:25.795014+00
41691,MICROSOFT PRODUCTS,2018-06-29 17:22:38.504749+00,2018-06-29 17:22:38.504811+00
41692,SOME EXCEL YEARS,2018-06-29 17:22:39.083479+00,2018-06-29 17:22:39.083525+00
41706,BACHELOR OF SCIENCE IN NURSING,2018-06-29 17:36:41.135833+00,2018-06-29 17:36:41.135894+00
41707,OBTAINED IN 2016,2018-06-29 17:36:42.199339+00,2018-06-29 17:36:42.19944+00
41708,GPA 35,2018-06-29 17:36:43.010604+00,2018-06-29 17:36:43.010707+00
41709,EXPIRES JUNE 2019 ACLS PROVIDER AMERICAN HEART ASSOCIATION EXPIRES OCTOBER 2019,2018-06-29 17:36:43.697756+00,2018-06-29 17:36:43.697816+00
41710,IV EXPERIENCE,2018-06-29 17:39:18.925341+00,2018-06-29 17:39:18.925384+00
41711,TREACH CARE,2018-06-29 17:39:19.669908+00,2018-06-29 17:39:19.669956+00
41712,KNOWLEDGE IN DISEASE PROCESSES,2018-06-29 17:39:20.301251+00,2018-06-29 17:39:20.301333+00
41713,EMREHR YEARS,2018-06-29 17:39:20.916465+00,2018-06-29 17:39:20.916514+00
41714,I HAVE EXPERIENCE WITH ALL AGES OF LIFE,2018-06-29 17:39:21.477346+00,2018-06-29 17:39:21.477408+00
41715,I HAVE WORKED IN MANY DIFFERENT SETTINGS,2018-06-29 17:39:22.03516+00,2018-06-29 17:39:22.03522+00
41716,I HAVE LONG HISTORY IN WORKING IN A SKILLED NURSING HOME ALSO KNOWN AS LONG TERM ACUTE CARE,2018-06-29 17:39:22.619138+00,2018-06-29 17:39:22.619183+00
41717,CLINIC OFFICE WITH MULTIPLE PROVIDERS,2018-06-29 17:39:23.185138+00,2018-06-29 17:39:23.185184+00
41718,I HAVE BEEN A HOME HEALTH NURSE AS WELL,2018-06-29 17:39:23.795721+00,2018-06-29 17:39:23.795783+00
41719,I AM PROFICIENT AT WHAT I DO,2018-06-29 17:39:24.522736+00,2018-06-29 17:39:24.522797+00
41720,COULD NOT LOVE A CAREER MORE THAN THE ONE I AM BLESSED TO HAVE,2018-06-29 17:39:25.119636+00,2018-06-29 17:39:25.119699+00
41721,I CONSIDER MYSELF TO BE VERY PERSONABLE,2018-06-29 17:39:25.724015+00,2018-06-29 17:39:25.724079+00
41722,ADMSSION,2018-06-29 17:40:40.831624+00,2018-06-29 17:40:40.831667+00
41723,CARE OF VENTILATED PATIENTS INCLUDING BLOOD GAS DRAWING,2018-06-29 18:02:57.593247+00,2018-06-29 18:02:57.593296+00
41724,MANAGEMENT OF CATHETERS,2018-06-29 18:02:58.227859+00,2018-06-29 18:02:58.227903+00
41725,CENTRAL,2018-06-29 18:02:58.826248+00,2018-06-29 18:02:58.826308+00
41726,INJECTION ADMINISTRATION,2018-06-29 18:02:59.428007+00,2018-06-29 18:02:59.428063+00
41727,WORK ETHICS,2018-06-29 18:03:00.016854+00,2018-06-29 18:03:00.01691+00
41728,DIAGNOSTIC ASSESSMENTS,2018-06-29 18:03:00.649951+00,2018-06-29 18:03:00.649995+00
41729,SKILLED CARDIAC CARE INCLUDING CARDIAC OUTPUT MEASUREMENTS,2018-06-29 18:03:01.288553+00,2018-06-29 18:03:01.288609+00
41730,CALCULATIONS,2018-06-29 18:03:01.890957+00,2018-06-29 18:03:01.89102+00
41731,CARE OF PSYCHIATRIC PATIENTS,2018-06-29 18:03:02.52861+00,2018-06-29 18:03:02.528673+00
41737,LONGTERM CARE YEARS,2018-06-29 18:08:52.523235+00,2018-06-29 18:08:52.523296+00
41739,BEDSIDE NURSING IN MULTIPLE SETTINGS YEARS,2018-06-29 18:16:11.146053+00,2018-06-29 18:16:11.146116+00
41740,GOLD STAR MOTHER,2018-06-29 18:16:11.751244+00,2018-06-29 18:16:11.751308+00
41741,ASSESSING PATIENT STATUS,2018-06-29 18:18:52.187008+00,2018-06-29 18:18:52.187051+00
41742,FOLLOW PROPER PROTOCOLS PER FACILITY GUIDELINES,2018-06-29 18:18:52.83068+00,2018-06-29 18:18:52.830747+00
41743,INTERACT WITH DIVERSE RANGE OF PERSONALITIES AT ALL LEVELS,2018-06-29 18:21:18.028857+00,2018-06-29 18:21:18.028914+00
41744,ABILITY TO TEAMWORK,2018-06-29 18:21:18.619684+00,2018-06-29 18:21:18.619727+00
41745,WILLINGNESS TO ACQUIRE NEW SKILLS,2018-06-29 18:21:19.204793+00,2018-06-29 18:21:19.204906+00
41746,STRONG INTERPERSONAL SKILL,2018-06-29 18:28:03.082587+00,2018-06-29 18:28:03.082642+00
41747,EXTENSIVE COMPUTER TRAINNING INCLUDING WINDOW,2018-06-29 18:28:03.707715+00,2018-06-29 18:28:03.707777+00
41748,TIME MANAGEMENT ABILITIES,2018-06-29 18:28:04.434915+00,2018-06-29 18:28:04.434963+00
41749,SKILLED AT LEARNING NEW CONCEPT QUICKLY,2018-06-29 18:28:05.08475+00,2018-06-29 18:28:05.084813+00
41750,COMMUNICATING IDEAS CLEARLY,2018-06-29 18:28:05.71909+00,2018-06-29 18:28:05.719138+00
41751,I LOVED WORKING WITH RESIDENTS,2018-06-29 18:29:41.316572+00,2018-06-29 18:29:41.316633+00
41752,CARED FOR THEM,2018-06-29 18:29:41.906525+00,2018-06-29 18:29:41.90661+00
41753,PROVIDED WHATEVER THEY NEEDED,2018-06-29 18:29:42.498184+00,2018-06-29 18:29:42.498245+00
41754,BEING PATIENT WITH EVERYONE,2018-06-29 18:29:43.087833+00,2018-06-29 18:29:43.087883+00
41755,LIFTING GROOMING,2018-06-29 18:29:43.710067+00,2018-06-29 18:29:43.710127+00
41767,INTRAVENOUS MEDICATION ADMINISTRATION YEARS,2018-06-29 18:44:09.828319+00,2018-06-29 18:44:09.828364+00
41768,WORK WELL W LITTLE OR NO SUPERVISION,2018-06-29 18:46:39.272932+00,2018-06-29 18:46:39.272989+00
41769,AT GOOD SAMARITAN CLINIC PRIOR TO IT CLOSING,2018-06-29 18:46:39.954715+00,2018-06-29 18:46:39.954758+00
41770,COMPLETING BACHELORAPOSS DEGREE IN NURSING,2018-06-29 18:46:40.557709+00,2018-06-29 18:46:40.557753+00
41771,PRIVATE DUTY NURSING SEVERAL TIMES,2018-06-29 18:46:41.117202+00,2018-06-29 18:46:41.117263+00
41772,PYCHIATRIC NURSING YEAR,2018-06-29 18:53:06.135713+00,2018-06-29 18:53:06.135782+00
41773,PROVIDE REFERRALS,2018-06-29 18:53:06.732841+00,2018-06-29 18:53:06.732903+00
41774,NOTIFY PYCHAITRIST OF ANY CHANGES IN PATIENT STATUS,2018-06-29 18:53:07.409889+00,2018-06-29 18:53:07.409952+00
41819,ACE IT YEARS,2018-06-29 20:06:21.58084+00,2018-06-29 20:06:21.580901+00
41820,POINTCLICKCARE PROFICIENT,2018-06-29 20:06:22.194785+00,2018-06-29 20:06:22.194833+00
41821,ADEPT AT PRIORITIZING,2018-06-29 20:06:22.803768+00,2018-06-29 20:06:22.803817+00
41807,⋅ CERVICAL RIPENING ⋅ COMMUNICATION WITH PATIENTS,2018-06-29 19:50:31.480171+00,2018-06-29 19:50:31.480227+00
41808,⋅ CONDUCT FETAL NONSTRESS TEST ⋅ ADMINISTRATION OF MEDICATIONS,2018-06-29 19:50:32.097898+00,2018-06-29 19:50:32.097944+00
41809,⋅ EXTENSIVE HIGH RISKANTEPARTUM EXPERIENCE ⋅ ASSESS CONTRACTION CHARACTERISTICS,2018-06-29 19:50:32.692175+00,2018-06-29 19:50:32.692241+00
41810,⋅ IDENTIFICATION,2018-06-29 19:50:33.314119+00,2018-06-29 19:50:33.314185+00
41811,TREATMENT OF ABNORMAL FETAL HEART PATTERNS ⋅ COMPUTERIZED CHARTINGEPIC SYSTEM,2018-06-29 19:50:33.936554+00,2018-06-29 19:50:33.936618+00
41812,⋅ PAIN MANAGEMENT ⋅ ASSESS STATION,2018-06-29 19:50:34.630932+00,2018-06-29 19:50:34.630982+00
41813,DILATION,2018-06-29 19:50:35.292521+00,2018-06-29 19:50:35.292584+00
41814,⋅ PATIENT ASSESSMENT,2018-06-29 19:50:35.937843+00,2018-06-29 19:50:35.9379+00
41815,EVALUATION ⋅ POSTPARTUM CARECOUPLET CARE,2018-06-29 19:50:36.57944+00,2018-06-29 19:50:36.579483+00
41816,⋅ PATIENT,2018-06-29 19:50:37.27788+00,2018-06-29 19:50:37.277943+00
41817,FAMILY FOCUSED NURSING CARE ⋅ MAGNESIUM SULFATE THERAPY,2018-06-29 19:50:37.902427+00,2018-06-29 19:50:37.902498+00
41818,ANTEPOSTPARTUM MOTHERAPOSS,2018-06-29 19:50:38.55418+00,2018-06-29 19:50:38.554245+00
41822,MEMBER OF AMERICAN NURSES ASSOCIATION,2018-06-29 20:47:55.523977+00,2018-06-29 20:47:55.524027+00
41823,EDUCATOR FOR HUMIRA,2018-06-29 23:26:13.844266+00,2018-06-29 23:26:13.84436+00
41824,ACTHAR INJECTIONS TO CLIENTS,2018-06-29 23:26:14.596881+00,2018-06-29 23:26:14.596949+00
41825,KNOWLEDGEABLE OF STATE REGULATIONS,2018-06-29 23:26:15.290569+00,2018-06-29 23:26:15.290631+00
41826,SURVEY STANDARDS,2018-06-29 23:26:15.909366+00,2018-06-29 23:26:15.909474+00
41827,FAMILIAR WITH QUAPI,2018-06-29 23:26:16.573042+00,2018-06-29 23:26:16.573105+00
41828,FOLLOWS BEST CLINICAL PRACTICE GUIDELINES,2018-06-29 23:26:17.29066+00,2018-06-29 23:26:17.290722+00
41829,REMAINS CALM IN EMERGENCY SITUATIONS,2018-06-29 23:26:17.933016+00,2018-06-29 23:26:17.933065+00
41830,EFFECTIVE IN MULTITASKING,2018-06-29 23:26:18.574261+00,2018-06-29 23:26:18.574324+00
41831,STRONG ANALYTICAL SKILLS TO ASSESS RESIDENTAPOSS SYMPTOMS,2018-06-29 23:26:19.242094+00,2018-06-29 23:26:19.242148+00
41832,CHANGE OF CONDITION,2018-06-29 23:26:19.882899+00,2018-06-29 23:26:19.891265+00
41833,IMPLEMENT PROPER INTERVENTION,2018-06-29 23:26:20.520557+00,2018-06-29 23:26:20.520621+00
41834,RELATES,2018-06-29 23:26:21.120377+00,2018-06-29 23:26:21.12044+00
41835,INTERACTS WELL WITH RESIDENTAPOSS,2018-06-29 23:26:21.740399+00,2018-06-29 23:26:21.740459+00
41836,OTHER HEALTHCARE STAFF TO WORK AS A TEAM TO PROVIDE OPTIMUM CARE FOR RESIDENT,2018-06-29 23:26:22.52797+00,2018-06-29 23:26:22.528016+00
41837,EAGER TO LEARN NEW INFORMATION,2018-06-29 23:26:23.128618+00,2018-06-29 23:26:23.128681+00
41838,TO TEACH OTHERS,2018-06-29 23:26:23.954746+00,2018-06-29 23:26:23.954788+00
41839,SYMPATHETIC TO THE NEEDS OF A VARIETY OF CULTURES,2018-06-29 23:26:24.566096+00,2018-06-29 23:26:24.566161+00
41840,ECONOMIC CONDITIONS,2018-06-29 23:26:25.20219+00,2018-06-29 23:26:25.214634+00
41841,DEDICATED TO SERVING THE NEEDS OF RESIDENTS,2018-06-29 23:26:25.881649+00,2018-06-29 23:26:25.881804+00
41842,THE FACILITY,2018-06-29 23:26:26.666956+00,2018-06-29 23:26:26.667021+00
41843,NOTED FOR GOING ABOVE,2018-06-29 23:26:27.325606+00,2018-06-29 23:26:27.325672+00
41844,BEYOND WHAT IS REQUIRED,2018-06-29 23:26:27.954005+00,2018-06-29 23:26:27.95407+00
41845,TRACH YEAR,2018-06-30 20:07:50.130533+00,2018-06-30 20:07:50.130577+00
41846,CVL YEAR,2018-06-30 20:07:50.795927+00,2018-06-30 20:07:50.796028+00
41847,ARCVIEW (GIS SW),2018-06-30 20:14:16.622521+00,2018-06-30 20:14:16.622583+00
41848,SINGING,2018-06-30 20:16:34.959872+00,2018-06-30 20:16:34.959942+00
41849,TOLERANCE,2018-06-30 20:16:35.535241+00,2018-06-30 20:16:35.535288+00
41850,NUCLEAR POWER PLANT,2018-06-30 20:20:32.000057+00,2018-06-30 20:20:32.000108+00
41851,CREATED A SMALL BUSINESS WITH ONE PARTNER PROVIDING INSURANCE,2018-06-30 20:26:00.445626+00,2018-06-30 20:26:00.445689+00
41852,PROPERTY MANAGEMENT SERVICES TO THE COMMUNITY,2018-06-30 20:26:01.075988+00,2018-06-30 20:26:01.076039+00
41853,PARTICIPATED IN COMMUNITY BETTERMENT ACTIVITIES,2018-06-30 20:26:01.730779+00,2018-06-30 20:26:01.730843+00
41854,PROVIDED SUPPORT,2018-06-30 20:26:02.465762+00,2018-06-30 20:26:02.465827+00
41855,DUE TO BEING A VERY SMALL BUSINESS TWO OF US WERE RESPONSIBLE FOR COMMUNICATION,2018-06-30 20:26:03.192102+00,2018-06-30 20:26:03.192153+00
41856,ADVERTISEMENT,2018-06-30 20:26:03.857447+00,2018-06-30 20:26:03.857511+00
41857,COPY MACHINE REPAIR,2018-06-30 20:26:04.53243+00,2018-06-30 20:26:04.532478+00
41858,SHOVELING SIDEWALKS,2018-06-30 20:26:05.258461+00,2018-06-30 20:26:05.258525+00
41859,ETC THE MAJORITY OF OUR BUSINESS WAS CROP INSURANCE,2018-06-30 20:26:06.064619+00,2018-06-30 20:26:06.064683+00
41860,TAX PREPARATION BUT KNOWLEDGE IN ALL OTHER INSURANCES,2018-06-30 20:26:06.769354+00,2018-06-30 20:26:06.769417+00
41861,THE ABILITIES TO SEARCH FOR THE PRODUCTS OUR CLIENTS NEEDED WAS HIGH PRIORITY,2018-06-30 20:26:07.427076+00,2018-06-30 20:26:07.427139+00
41862,PEOPLE SKILLS WERE VERY IMPORTANT,2018-06-30 20:26:08.061053+00,2018-06-30 20:26:08.061106+00
41863,CARES,2018-06-30 20:26:08.777379+00,2018-06-30 20:26:08.777429+00
41864,DIRECT CARE ~ MDS ~ INPATIENT ~ ADMITS ~ DISCHARGE ~ BLOOD DRAWS ~ WOUND CARE DEDICATED SKILLED RN,2018-06-30 20:28:15.990944+00,2018-06-30 20:28:15.991009+00
41865,WITH A BROAD RANGE OF HEALTHCARE EXPERIENCES,2018-06-30 20:28:16.729791+00,2018-06-30 20:28:16.729856+00
41866,RANGING FROM CLINICAL SETTING IN ALL HEALTH CARE AREAS WITH AN EXTENSIVE 6 WEEK ROTATION AT,2018-06-30 20:28:17.44113+00,2018-06-30 20:28:17.441218+00
41867,ODS IN WEST DES MOINES CURRENTLY WORKING AS RN,2018-06-30 20:28:18.110426+00,2018-06-30 20:28:18.110489+00
41868,ASSISTANT MDS COORDINATOR,2018-06-30 20:28:18.765016+00,2018-06-30 20:28:18.76506+00
41869,ASSISTING DONADON WITH DAILY TASKS,2018-06-30 20:28:19.357465+00,2018-06-30 20:28:19.357537+00
41870,HANDLING ALL MONTHLY LAB DRAWS,2018-06-30 20:28:19.990822+00,2018-06-30 20:28:19.990883+00
41871,A CARING PROFESSIONAL WITH SUPERIOR COMMUNICATION,2018-06-30 20:28:20.626758+00,2018-06-30 20:28:20.626818+00
41872,LICENSED IN THE STATE OF IOWA,2018-06-30 20:28:21.247461+00,2018-06-30 20:28:21.247552+00
41873,MICROSOFT CERTIFIED SOLUTION DEVELOPER,2018-06-30 20:29:50.94408+00,2018-06-30 20:29:50.944134+00
41874,QUALITY REVIEWS,2018-06-30 20:30:34.345211+00,2018-06-30 20:30:34.345259+00
41875,INSURANCE REVIEWS,2018-06-30 20:30:35.167908+00,2018-06-30 20:30:35.167971+00
41876,I AM ONE OF THE SENIOR NURSES ONOUR FLOOR AT THIS TIME WITH OVER 25 YEARS OF HOSPITAL EXPERIENCE I AM ABLE TO ASSIST NEWER NURSES WITH THEIR SKILLS,2018-06-30 20:31:39.886692+00,2018-06-30 20:31:39.886753+00
41877,I HAVE GOOD COMMUNICATION SKILLS,2018-06-30 20:33:14.514497+00,2018-06-30 20:33:14.514558+00
41878,I AM KNOWLEDGABLE OF COMPUTER OPERATIONS,2018-06-30 20:33:15.231359+00,2018-06-30 20:33:15.231451+00
41879,WILL EAGERLY LEARN NEW PROGRAMS,2018-06-30 20:33:15.878615+00,2018-06-30 20:33:15.878676+00
41880,I HAVE EXCELLENT ATTENDANCE WITH ALL MY EMPLOYERS,2018-06-30 20:33:16.497578+00,2018-06-30 20:33:16.497641+00
41881,I BELIEVE WHEN ONE ACCEPTS A POSITION THEY SHOULD BE AT THEIR ASSIGNED PLACE AT THE ASSIGNED TIME,2018-06-30 20:33:17.136556+00,2018-06-30 20:33:17.136619+00
41882,DO THE BEST JOB THEY CAN DO,2018-06-30 20:33:17.73496+00,2018-06-30 20:33:17.735022+00
41883,ACCIDENT MAGT,2018-06-30 20:34:52.842191+00,2018-06-30 20:34:52.842253+00
41884,TEACHING NURSES YEARS,2018-06-30 20:34:53.455045+00,2018-06-30 20:34:53.455093+00
41885,COMMINCATION YEARS,2018-06-30 20:34:54.128668+00,2018-06-30 20:34:54.128728+00
41886,I FINISH MY WORKED IN ALLOWED TIME FRAME,2018-06-30 20:35:11.633671+00,2018-06-30 20:35:11.633715+00
41887,WORK WELL WITH ALL STAFF,2018-06-30 20:35:12.231849+00,2018-06-30 20:35:12.23191+00
41888,ANGELS IN THE HOME,2018-06-30 20:35:46.447201+00,2018-06-30 20:35:46.447244+00
41889,CASE MANAGEMENT INTERMEDIATE,2018-06-30 20:35:47.099529+00,2018-06-30 20:35:47.099588+00
41890,CRITICALCARE NURSING INTERMEDIATE,2018-06-30 20:35:47.680044+00,2018-06-30 20:35:47.680107+00
41891,JCAHO STANDARDSCOMPLIANCE EXPERT,2018-06-30 20:35:48.272371+00,2018-06-30 20:35:48.272433+00
41892,PATIENTFAMILY EDUCATION INTERMEDIATE,2018-06-30 20:35:48.905371+00,2018-06-30 20:35:48.905476+00
41893,CONTINUITY OF CARE EXPERT,2018-06-30 20:35:49.490581+00,2018-06-30 20:35:49.490631+00
41894,CLINICAL EXPERIENCES,2018-06-30 20:35:50.082687+00,2018-06-30 20:35:50.08279+00
41895,I WAS ABLE TO PROVIDE OPEN COMMUNICATION BETWEEN STAFF,2018-06-30 20:36:08.37661+00,2018-06-30 20:36:08.376678+00
41896,CARE COORDINATORS TO PROVIDE THE BEST CARE POSSIBLE TO THE CHILDREN WE SERVED,2018-06-30 20:36:08.976033+00,2018-06-30 20:36:08.976077+00
41897,I ALSO COORDINATED,2018-06-30 20:36:09.567464+00,2018-06-30 20:36:09.567524+00
41898,ORGANIZED AN EMERGENCY CART,2018-06-30 20:36:10.188723+00,2018-06-30 20:36:10.188783+00
41899,PUT EMERGENCY DRILLS IN PLACE,2018-06-30 20:36:10.80725+00,2018-06-30 20:36:10.807312+00
41900,I WAS ABLE TO BRING A POSITIVE ATTITUDE,2018-06-30 20:36:11.373627+00,2018-06-30 20:36:11.373675+00
41901,A HIGH LEVEL OF CRITICAL THINKING,2018-06-30 20:36:11.949067+00,2018-06-30 20:36:11.949128+00
41902,CHILDSERVE,2018-06-30 20:36:12.587594+00,2018-06-30 20:36:12.587637+00
41903,WHILE IN THIS POSITION I WAS ABLE TO BRIDGE THE COMMUNICATION BETWEEN CHILDSERVE,2018-06-30 20:36:13.172048+00,2018-06-30 20:36:13.172115+00
41904,THE JOHNSTON SCHOOL DISTRICT,2018-06-30 20:36:13.7782+00,2018-06-30 20:36:13.77826+00
41905,IN THIS POSITION,2018-06-30 20:36:14.36837+00,2018-06-30 20:36:14.368432+00
41906,I PROVIDED BASIC DAILY,2018-06-30 20:36:15.050611+00,2018-06-30 20:36:15.050675+00
41907,COMPLEX MEDICAL NEEDS TO 3 CHILDREN FROM CHILDSERVE IN AN EDUCATIONAL SETTING,2018-06-30 20:36:15.674506+00,2018-06-30 20:36:15.674574+00
41908,GOOD ORGANIZATIONAL SKILLS WERE A MUST TO ENSURE WE HAD ALL EQUIPMENT NEEDED TO BE AWAY FROM THE FACILITY,2018-06-30 20:36:16.454877+00,2018-06-30 20:36:16.454938+00
41909,I WAS ALSO ABLE TO ADVOCATE FOR THE CHILDREN IN AN EDUCATIONAL,2018-06-30 20:36:17.058269+00,2018-06-30 20:36:17.058331+00
41910,MEDICAL SETTING,2018-06-30 20:36:17.637203+00,2018-06-30 20:36:17.637264+00
41911,LPNRN STAFF NURSE,2018-06-30 20:36:18.310766+00,2018-06-30 20:36:18.310829+00
41912,IN THIS POSITION I WAS ABLE TO DEVELOP HIGH LEVEL CRITICAL THINKING SKILLS,2018-06-30 20:36:18.979092+00,2018-06-30 20:36:18.979135+00
41913,FAMILIARIZE MYSELF WITH VENTILATORS,2018-06-30 20:36:19.569109+00,2018-06-30 20:36:19.569171+00
41914,WORK WITH GJ TUBES,2018-06-30 20:36:20.154558+00,2018-06-30 20:36:20.15462+00
41915,TRACHEOSTOMIES ON A DAILY BASIS,2018-06-30 20:36:20.785476+00,2018-06-30 20:36:20.785571+00
41916,I WAS ALSO ABLE TO ADVOCATE FOR PATIENTS,2018-06-30 20:36:21.388518+00,2018-06-30 20:36:21.388579+00
41917,FAMILIES TO ENSURE THE BEST POSSIBLE CARE,2018-06-30 20:36:22.023385+00,2018-06-30 20:36:22.023449+00
41918,NURSING SKILLS FOR CHILDREN UP TO THE AGE OF 22 WITH COMPLEX MEDICAL NEEDS,2018-06-30 20:36:22.753344+00,2018-06-30 20:36:22.753406+00
41919,THIS OFTEN INCLUDED,2018-06-30 20:36:23.413892+00,2018-06-30 20:36:23.413954+00
41920,MEDICATION ADMINISTRATION VIA GTUBE,2018-06-30 20:36:24.002374+00,2018-06-30 20:36:24.002436+00
41921,WORKING ALONG SIDE RESPIRATORY THERAPY TO MANAGE INVASIVE,2018-06-30 20:36:24.629957+00,2018-06-30 20:36:24.630001+00
41922,NONINVASIVE RESPIRATORY SUPPORT,2018-06-30 20:36:25.549933+00,2018-06-30 20:36:25.549994+00
41923,I WAS ABLE TO FAMILIARIZE MYSELF WITH CHILDREN WHO HAD COMPLEX MEDICAL NEEDS,2018-06-30 20:36:26.252711+00,2018-06-30 20:36:26.252754+00
